name,instance,run_id,test_incremental/micro/precision,test_incremental_only/macro_example/precision,test_incremental/macro_example_exclusive/recall,test_incremental_computer/macro_types/precision,test_incremental_only/macro_example_exclusive/f1,test_pretraining/macro_types/recall,test/micro/precision,test_pretraining/micro/f1,test_incremental_only/micro/precision,test_incremental_computer-algorithm/macro_types/recall,test_incremental_computer-programming_language/macro_types/f1,test/micro/recall,test_incremental/macro_types/precision,test/macro_example/f1,test_incremental_only/macro_example_exclusive/recall,test/micro/f1,test_pretraining/micro/recall,test_incremental_only/micro/f1,test_pretraining/macro_types/f1,test_incremental_only/micro/recall,test/macro_types/f1,test/macro_example/recall,test_incremental/macro_example/recall,test_incremental_computer/macro_types/f1,test_incremental_only/macro_types/precision,test_pretraining/macro_example/recall,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/precision,threshold_incremental,threshold_pretraining,test_incremental_computer/macro_types/recall,test_incremental_computer-programming_language/macro_types/recall,test_incremental/micro/f1,test/macro_types/precision,test/macro_example/precision,test_incremental/macro_example/f1,test_pretraining/macro_example/f1,test_incremental_computer-algorithm/macro_types/f1,test_incremental_computer-programming_language/macro_types/precision,test_pretraining/macro_example/precision,test/macro_types/recall,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/f1,test_incremental_only/macro_example/recall,epoch,test_pretraining/macro_types/precision,test_incremental/macro_example_exclusive/f1,test_incremental/macro_types/f1,test_pretraining/micro/precision,test_incremental/macro_types/recall,test_incremental_computer-algorithm/macro_types/precision,test_incremental/micro/recall,test_incremental/macro_example/precision,test_incremental_only/macro_types/recall
kenn_horizontal_adapter_bert_ms,2,a64r9at3,0.8538461327552795,0.01913709193468094,0.9250000715255736,0.9824561476707458,0.9166667461395264,0.8637022376060486,0.9112386703491212,0.905143141746521,0.7534246444702148,1.0,0.7352941036224365,0.8991285562515259,0.8324979543685913,0.92024165391922,0.9166667461395264,0.905143141746521,0.8991285562515259,0.8270676136016846,0.8807737827301025,0.9166666865348816,0.8807737827301025,0.9141556024551392,0.01931106485426426,0.9572649598121644,0.7575187683105469,0.9141556024551392,0.9583333730697632,0.9166667461395264,0.11,0.375,0.9333333373069764,0.8333333134651184,0.8880000114440918,0.8985337615013123,0.9264092445373536,0.019652852788567543,0.92024165391922,0.9230769276618958,0.6578947305679321,0.9264092445373536,0.8637022376060486,0.8295283913612366,0.01913709193468094,0.01913709193468094,123,0.8985337615013123,0.941371738910675,0.8750661611557007,0.9112386703491212,0.9222222566604614,0.8571428656578064,0.925000011920929,0.02000695839524269,0.9166666269302368
kenn_horizontal_adapter_bert_ms,1,2frgd8e0,0.3732394278049469,0.017397355288267136,0.8833333849906921,0.9824561476707458,0.833333432674408,0.8604342937469482,0.880204975605011,0.8890326619148254,0.22026431560516355,0.8666666746139526,0.4067796766757965,0.8980392217636108,0.4807446002960205,0.9114636182785034,0.8333333730697632,0.8890326619148254,0.8980392217636108,0.3484320342540741,0.8690511584281921,0.8333333134651184,0.8690511584281921,0.91340172290802,0.01844119653105736,0.9572649598121644,0.22988882660865784,0.91340172290802,0.9833333492279052,0.8333333730697632,0.72,0.375,0.9333333373069764,0.800000011920929,0.5247524976730347,0.877842366695404,0.9095337390899658,0.019429117441177368,0.9114636182785034,0.3076923191547394,0.27272728085517883,0.9095337390899658,0.8604342937469482,0.3603650033473969,0.017397355288267136,0.017397355288267136,120,0.877842366695404,0.930654764175415,0.6184382438659668,0.880204975605011,0.8666666746139526,0.18705035746097565,0.8833333253860474,0.0205288790166378,0.8333333730697632
kenn_horizontal_adapter_bert_ms,0,243nv1to,0.08327081799507141,0.01913709193468094,0.925000011920929,0.9824561476707458,0.9166667461395264,0.8637022376060486,0.719992995262146,0.7996512651443481,0.043103449046611786,0.8666666746139526,0.14077669382095337,0.8991285562515259,0.36248505115509033,0.8360487818717957,0.9166667461395264,0.7996512651443481,0.8991285562515259,0.08233533054590225,0.8672792315483093,0.9166666865348816,0.8672792315483093,0.9140976667404176,0.01931106485426426,0.9572649598121644,0.05249950289726257,0.9140976667404176,0.975000023841858,0.9166667461395264,0.99,0.375,0.9333333373069764,0.9666666388511658,0.15278734266757965,0.8708859086036682,0.7702795267105103,0.01981925033032894,0.8360487818717957,0.05627705529332161,0.07591623067855835,0.7702795267105103,0.8637022376060486,0.0993112251162529,0.01913709193468094,0.01913709193468094,44,0.8708859086036682,0.9493420720100404,0.5204170346260071,0.719992995262146,0.9222222566604614,0.029082773253321648,0.925000011920929,0.02035490609705448,0.9166666269302368
kenn_hybrid_adapter_bert_ms,2,2j43y5nr,0.7635135054588318,0.01965901255607605,0.9416667222976683,0.9824561476707458,0.9458150267601012,0.8650094270706177,0.9080712795257568,0.9037977457046508,0.6263736486434937,1.0,0.6585366129875183,0.899564266204834,0.75697261095047,0.919543445110321,0.9500000476837158,0.9037977457046508,0.899564266204834,0.7549669742584229,0.879309892654419,0.949999988079071,0.879309892654419,0.9144456386566162,0.01965901255607605,0.9572649598121644,0.6442307829856873,0.9144456386566162,0.952777862548828,0.9416667222976683,0.19,0.375,0.9333333373069764,0.8999999761581421,0.8432835340499878,0.8940910696983337,0.9246984124183656,0.019774314016103745,0.919543445110321,0.8695651888847351,0.5192307829856873,0.9246984124183656,0.8650094270706177,0.7677925229072571,0.019745616242289543,0.01983298733830452,116,0.8940910696983337,0.9471896886825562,0.8403801918029785,0.9080712795257568,0.944444477558136,0.7692307829856873,0.9416666626930236,0.019890977069735527,0.949999988079071
kenn_top_down_adapter_bert_ms,2,2m3n5t70,0.6096256971359253,0.02000695839524269,0.9500000476837158,0.9824561476707458,0.9624820351600648,0.8656630516052246,0.9005669355392456,0.9001743793487549,0.446153849363327,1.0,0.5185185074806213,0.899782121181488,0.6394512057304382,0.9173453450202942,0.9666666984558104,0.9001743793487549,0.899782121181488,0.6105263233184814,0.8762885332107544,0.9666666388511658,0.8762885332107544,0.9145616292953492,0.01983298733830452,0.9572649598121644,0.4679487347602844,0.9145616292953492,0.9694445133209229,0.9583333730697632,0.2,0.375,0.9333333373069764,0.9333333373069764,0.7426710724830627,0.8871780633926392,0.920146107673645,0.020033899694681168,0.9173453450202942,0.7317072749137878,0.3589743673801422,0.920146107673645,0.8656630516052246,0.6306226253509521,0.02009356953203678,0.02018093317747116,116,0.8871780633926392,0.9596238136291504,0.7661800980567932,0.9005669355392456,0.9555555582046508,0.5769230723381042,0.949999988079071,0.02023892477154732,0.9666666984558104
kenn_bottom_up_adapter_bert_ms,2,3qb4lhl0,0.5765306353569031,0.01983298733830452,0.9416667222976683,0.9824561476707458,0.9500000476837158,0.8650094270706177,0.8985854387283325,0.8990746140480042,0.4100719392299652,1.0,0.4218749701976776,0.899564266204834,0.6632245779037476,0.9168542623519896,0.9500000476837158,0.8990746140480042,0.899564266204834,0.572864294052124,0.8766345977783203,0.949999988079071,0.8766345977783203,0.914387583732605,0.01965901255607605,0.9572649598121644,0.503608763217926,0.914387583732605,0.975000023841858,0.9500000476837158,0.25,0.375,0.9333333373069764,0.8999999761581421,0.7151898741722107,0.8885765075683594,0.9193342924118042,0.02000090852379799,0.9168542623519896,0.8450704216957092,0.27551019191741943,0.9193342924118042,0.8650094270706177,0.6582628488540649,0.01983298733830452,0.01983298733830452,68,0.8885765075683594,0.9580435156822203,0.7792384028434753,0.8985854387283325,0.944444477558136,0.7317073345184326,0.9416666626930236,0.02035490795969963,0.949999988079071
kenn_hybrid_adapter_bert_ms,1,14cw340g,0.12643678486347198,0.018789144232869148,0.9166666865348816,0.9824561476707458,0.9000000953674316,0.8630486726760864,0.7830708026885986,0.8370016813278198,0.06642066687345505,0.8999999761581421,0.1428571343421936,0.8989107012748718,0.37270230054855347,0.8735037446022034,0.9000000953674316,0.8370016813278198,0.8989107012748718,0.12371134012937546,0.8672472834587097,0.8999999761581421,0.8672472834587097,0.9139816761016846,0.01913709193468094,0.9572649598121644,0.06782536208629608,0.9139816761016846,0.9916666746139526,0.9000000953674316,0.97,0.375,0.9333333373069764,0.8999999761581421,0.222222238779068,0.8714869022369385,0.8364591002464294,0.01988920569419861,0.8735037446022034,0.1090909093618393,0.07758620381355286,0.8364591002464294,0.8630486726760864,0.12614428997039795,0.018789144232869148,0.018789144232869148,110,0.8714869022369385,0.9526929259300232,0.5290071368217468,0.7830708026885986,0.9111111760139464,0.05806451663374901,0.9166666865348816,0.020702853798866272,0.8999999761581421
kenn_top_down_adapter_bert_ms,1,2831r1bq,0.2084130048751831,0.01844119653105736,0.9083333611488342,0.9824561476707458,0.8833333849906921,0.8623950481414795,0.8380739688873291,0.8673254251480103,0.11373390257358552,0.8999999761581421,0.2194092869758606,0.898692786693573,0.4041023850440979,0.898280143737793,0.8833333849906921,0.8673254251480103,0.898692786693573,0.2015209197998047,0.8678300976753235,0.8833333253860474,0.8678300976753235,0.9138656854629515,0.01896311715245247,0.9572649598121644,0.11492548882961272,0.9138656854629515,0.975000023841858,0.8833333849906921,0.91,0.375,0.9333333373069764,0.8666666746139526,0.3390357494354248,0.8733339905738831,0.8832173347473145,0.01963437907397747,0.898280143737793,0.18685120344161987,0.12560386955738068,0.8832173347473145,0.8623950481414795,0.20338916778564453,0.01844119653105736,0.01844119653105736,110,0.8733339905738831,0.94048672914505,0.557766318321228,0.8380739688873291,0.9000000953674316,0.1042471006512642,0.9083333611488342,0.02035490795969963,0.8833333253860474
kenn_bottom_up_adapter_bert_ms,1,ycobkcdn,0.3148688077926636,0.018093250691890717,0.9000000953674316,0.9824561476707458,0.8666667342185974,0.8617414236068726,0.8696752190589905,0.8838405609130859,0.1818181872367859,0.8666666746139526,0.27368420362472534,0.898474931716919,0.4504351317882538,0.9088945984840392,0.8666667342185974,0.8838405609130859,0.898474931716919,0.3005780577659607,0.8688415288925171,0.8666666746139526,0.8688415288925171,0.9136337041854858,0.018789146095514297,0.9572649598121644,0.18442460894584656,0.9136337041854858,0.975000023841858,0.8666667342185974,0.78,0.375,0.9333333373069764,0.8666666746139526,0.4665226638317108,0.8760594725608826,0.9042043685913086,0.019540712237358093,0.9088945984840392,0.3333333432674408,0.16249999403953552,0.9042043685913086,0.8617414236068726,0.304130882024765,0.018093250691890717,0.018093250691890717,70,0.8760594725608826,0.9360000491142272,0.5978938341140747,0.8696752190589905,0.888888955116272,0.2063492089509964,0.8999999761581421,0.02035490795969963,0.8666666746139526
kenn_hybrid_adapter_bert_ms,0,1fyf0t40,0.08339594304561615,0.01913709193468094,0.925000011920929,0.9824561476707458,0.9166667461395264,0.8637022376060486,0.7202443480491638,0.7998062372207642,0.04317111521959305,0.8666666746139526,0.1076066792011261,0.8991285562515259,0.35780584812164307,0.8362536430358887,0.9166667461395264,0.7998062372207642,0.8991285562515259,0.08245877176523209,0.8671426773071289,0.9166666865348816,0.8671426773071289,0.9140976667404176,0.01931106485426426,0.9572649598121644,0.045480694621801376,0.9140976667404176,0.975000023841858,0.9166667461395264,0.99,0.375,0.9333333373069764,0.9666666388511658,0.1529979407787323,0.8706106543540955,0.770627498626709,0.01981925033032894,0.8362536430358887,0.06540881097316742,0.05697445943951607,0.770627498626709,0.8637022376060486,0.08666165173053741,0.01913709193468094,0.01913709193468094,58,0.8706106543540955,0.9493420720100404,0.5155770182609558,0.7202443480491638,0.9222222566604614,0.033986929804086685,0.925000011920929,0.02035490609705448,0.9166666269302368
