name,instance,run_id,threshold_pretraining,test_incremental_only/macro_example/precision,threshold_incremental,test_incremental_only/macro_types/f1,test_incremental/macro_example/recall,test/macro_example/f1,test_pretraining/macro_types/recall,test_incremental_only/macro_example/recall,test_incremental_only/macro_types/precision,test_incremental/micro/recall,test/macro_example/recall,test/macro_types/precision,test_incremental_PRODUCT-VEHICLE/macro_types/precision,test_pretraining/macro_example/precision,test_pretraining/macro_types/f1,test_incremental/macro_example/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_incremental_only/macro_example_exclusive/f1,test/macro_example/precision,test_incremental/micro/precision,test_pretraining/micro/precision,test_incremental/macro_types/precision,test_pretraining/macro_types/precision,test_incremental/macro_example_exclusive/recall,test_incremental_PRODUCT-VEHICLE/macro_types/f1,test/micro/precision,test_incremental/micro/f1,test_pretraining/micro/recall,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental_PRODUCT/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental/macro_example_exclusive/precision,test_incremental_only/macro_example_exclusive/recall,test/micro/f1,test_incremental_PRODUCT-WEAPON/macro_types/recall,test_incremental_PRODUCT-WEAPON/macro_types/precision,test/macro_types/f1,test/macro_types/recall,test/micro/recall,test_incremental_only/macro_types/recall,test_incremental_only/micro/f1,test_incremental/macro_types/f1,test_incremental_only/micro/precision,epoch,test_incremental_only/macro_example/f1,test_incremental_PRODUCT/macro_types/f1,test_incremental_PRODUCT-WEAPON/macro_types/f1,test_incremental_PRODUCT/macro_types/precision,test_pretraining/macro_example/recall,test_incremental_PRODUCT-VEHICLE/macro_types/recall,test_pretraining/micro/f1,test_incremental/macro_types/recall
kenn_horizontal_adapter_bert_ms,2,3gsf85aw,0.25,0.047125350683927536,0.6,0.5242712497711182,0.06597549468278885,0.832015872001648,0.8768638372421265,0.047125350683927536,0.3824356198310852,0.8581560254096985,0.8594093918800354,0.7648772597312927,0.37142857909202576,0.8063147664070129,0.8170511722564697,0.06803009659051895,0.832015872001648,0.8333333134651184,0.833333432674408,0.8063147664070129,0.5902438759803772,0.7556923031806946,0.5747769474983215,0.7648772597312927,0.8641975522041321,0.5199999809265137,0.7556923031806946,0.6994219422340393,0.8678445219993591,0.07021677494049072,0.8911102414131165,0.8765432238578796,0.8333333730697632,0.9197531342506408,0.8333333730697632,0.8078947067260742,0.800000011920929,0.39344263076782227,0.8170511722564697,0.8768638372421265,0.8678445219993591,0.8333333730697632,0.5235602259635925,0.6850683093070984,0.38167938590049744,24,0.047125350683927536,0.9161290526390076,0.5274725556373596,0.9594594836235046,0.8594093918800354,0.8666666746139526,0.8078947067260742,0.8477365970611572
kenn_horizontal_adapter_bert_ms,1,98znw34y,0.25,0.048067860305309296,0.93,0.28171321749687195,0.06644675135612488,0.8175557255744934,0.8787157535552979,0.048067860305309296,0.1688348352909088,0.8652482032775879,0.8598806262016296,0.7411438226699829,0.1538461595773697,0.7792019844055176,0.8040879368782043,0.06915885955095291,0.8175557255744934,0.8500000238418579,0.8500000834465027,0.7792019844055176,0.32189974188804626,0.6831573247909546,0.4323763847351074,0.7411438226699829,0.8703703880310059,0.2613065540790558,0.6831573247909546,0.4692307710647583,0.8685512542724609,0.07210178673267365,0.9058957099914552,0.8765432238578796,0.8500000834465027,0.944444477558136,0.8500000834465027,0.7647790908813477,0.8333333134651184,0.18382352590560913,0.8040879368782043,0.8787157535552979,0.8685512542724609,0.8500000238418579,0.27945205569267273,0.575183629989624,0.16721311211586,17,0.048067860305309296,0.9161290526390076,0.3012048006057739,0.9594594836235046,0.8598806262016296,0.8666666746139526,0.7647790908813477,0.8588477373123169
kenn_horizontal_adapter_bert_ms,0,z66kosub,0.25,0.047125350683927536,0.91,0.29006263613700867,0.06597548723220825,0.8181197047233582,0.8768638372421265,0.047125350683927536,0.17559069395065308,0.8581560254096985,0.8594093322753906,0.7418944835662842,0.2109375,0.7806157469749451,0.8037524223327637,0.06825050711631775,0.8181197047233582,0.8333333134651184,0.833333432674408,0.7806157469749451,0.3306010961532593,0.6875699758529663,0.43688029050827026,0.7418944835662842,0.8641975522041321,0.3417721390724182,0.6875699758529663,0.47731754183769226,0.8678445219993591,0.07068802416324615,0.8939974904060364,0.8765432238578796,0.8333333730697632,0.9259259700775146,0.8333333730697632,0.7672602534294128,0.7666666507720947,0.14024390280246735,0.8037524223327637,0.8768638372421265,0.8678445219993591,0.8333333134651184,0.28409090638160706,0.576606810092926,0.17123287916183472,20,0.047125350683927536,0.9161290526390076,0.23711341619491577,0.9594594836235046,0.8594093322753906,0.8999999761581421,0.7672602534294128,0.847736656665802
kenn_hybrid_adapter_bert_ms,2,3gwgfupj,0.25,0.047125354409217834,0.3,0.7563552856445312,0.06597549468278885,0.8338519334793091,0.8768638372421265,0.047125354409217834,0.6923962831497192,0.8581560254096985,0.8594093322753906,0.7993173599243164,0.6428571343421936,0.8097707033157349,0.8362968564033508,0.06526096165180206,0.8338519334793091,0.8333333134651184,0.833333432674408,0.8097707033157349,0.8231292366981506,0.7836630344390869,0.7814173698425293,0.7993173599243164,0.8641975522041321,0.7499999403953552,0.7836630344390869,0.8402777910232544,0.8678445219993591,0.06456172466278076,0.8548380732536316,0.8765432238578796,0.8333333730697632,0.8456790447235107,0.8333333730697632,0.8236083388328552,0.7666666507720947,0.7419354915618896,0.8362968564033508,0.8768638372421265,0.8678445219993591,0.8333333134651184,0.7518796920776367,0.8132271766662598,0.6849315166473389,26,0.047125354409217834,0.9161290526390076,0.7540983557701111,0.9594594836235046,0.8594093322753906,0.8999999761581421,0.8236083388328552,0.847736656665802
kenn_top_down_adapter_bert_ms,2,3jvrwntr,0.25,0.04995287209749222,0.05,0.283670574426651,0.06880301237106323,0.7895776033401489,0.8879749774932861,0.0527803935110569,0.16725194454193115,0.9007092118263245,0.8622368574142456,0.7409679889678955,0.13592232763767242,0.7282124161720276,0.8078380227088928,0.06347141414880753,0.7895776033401489,0.9333333373069764,0.9076452851295472,0.7282124161720276,0.30166271328926086,0.6702879071235657,0.4313211441040039,0.7409679889678955,0.9012346267700196,0.23728813230991364,0.6702879071235657,0.4519573152065277,0.8720847964286804,0.058906689286231995,0.8313972353935242,0.8765432238578796,0.8833333849906921,0.7716050148010254,0.9333333969116212,0.7579852342605591,0.9333333373069764,0.19858156144618988,0.8078380227088928,0.8879749774932861,0.8720847964286804,0.9333333373069764,0.2751842439174652,0.5861548781394958,0.1613832861185074,26,0.051327720284461975,0.9161290526390076,0.3274853825569153,0.9594594836235046,0.8622368574142456,0.9333333373069764,0.7579852342605591,0.9144033193588256
kenn_bottom_up_adapter_bert_ms,2,3t1fmk7u,0.25,0.047125350683927536,0.5800000000000001,0.5548288822174072,0.06597549468278885,0.8326008915901184,0.8768638372421265,0.047125350683927536,0.4158496856689453,0.8581560254096985,0.8594093918800354,0.7685899138450623,0.3611111044883728,0.8074144124984741,0.8191645741462708,0.06825050711631775,0.8326008915901184,0.8333333134651184,0.833333432674408,0.8074144124984741,0.6142131686210632,0.7594310641288757,0.5970529317855835,0.7685899138450623,0.8641975522041321,0.5098039507865906,0.7594310641288757,0.7159762978553772,0.8678445219993591,0.07068802416324615,0.8939974904060364,0.8765432238578796,0.8333333730697632,0.9259259700775146,0.8333333730697632,0.8100264072418213,0.800000011920929,0.47058823704719543,0.8191645741462708,0.8768638372421265,0.8678445219993591,0.8333333730697632,0.5464480519294739,0.7006468772888184,0.4065040647983551,26,0.047125350683927536,0.9161290526390076,0.5925925970077515,0.9594594836235046,0.8594093918800354,0.8666666746139526,0.8100264072418213,0.8477365970611572
kenn_hybrid_adapter_bert_ms,1,24nws1f4,0.25,0.04995287209749222,0.94,0.2834206521511078,0.06738925725221634,0.8161764144897461,0.8824194073677063,0.04995287209749222,0.16878853738307953,0.8794326186180115,0.860666036605835,0.7411386966705322,0.1884057968854904,0.7760603427886963,0.8056319952011108,0.06899923086166382,0.8161764144897461,0.8833333253860474,0.8833333849906921,0.7760603427886963,0.31552162766456604,0.6789851188659668,0.43234553933143616,0.7411386966705322,0.8827160596847534,0.3095238208770752,0.6789851188659668,0.4644194543361664,0.8699646592140198,0.07068802416324615,0.9038048386573792,0.8765432238578796,0.8833333849906921,0.9259259700775146,0.8833333849906921,0.7627013921737671,0.8999999761581421,0.14917127788066864,0.8056319952011108,0.8824194073677063,0.8699646592140198,0.8833333253860474,0.279683381319046,0.5800551176071167,0.1661442071199417,26,0.04995286837220192,0.9161290526390076,0.25592419505119324,0.9594594836235046,0.860666036605835,0.8666666746139526,0.7627013921737671,0.8810700178146362
kenn_top_down_adapter_bert_ms,1,299vd871,0.25,0.05042412877082825,0.14,0.5543127059936523,0.0683317631483078,0.8206430077552795,0.8861230611801147,0.05183788761496544,0.3972727358341217,0.8936170339584351,0.8616085648536682,0.7665258049964905,0.5400000214576721,0.7833961248397827,0.8219969272613525,0.06389898806810379,0.8206430077552795,0.9166666865348816,0.9039939641952516,0.7833961248397827,0.5384615659713745,0.7454655170440674,0.5846683382987976,0.7665258049964905,0.8950617909431458,0.6749999523162842,0.7454655170440674,0.6720000505447388,0.8713780641555786,0.060006283223629,0.8369977474212646,0.8765432238578796,0.8916667103767395,0.7860082387924194,0.9166667461395264,0.803519070148468,0.9333333373069764,0.2545454502105713,0.8219969272613525,0.8861230611801147,0.8713780641555786,0.9166666269302368,0.5,0.7098660469055176,0.34375,26,0.05112123116850853,0.9161290526390076,0.3999999761581421,0.9594594836235046,0.8616085648536682,0.8999999761581421,0.803519070148468,0.903292179107666
kenn_bottom_up_adapter_bert_ms,1,2kwip2x6,0.25,0.04901036620140076,0.79,0.3815513849258423,0.06691800057888031,0.8268671631813049,0.8805675506591797,0.04901036620140076,0.24462366104125977,0.8723404407501221,0.8601948022842407,0.7495648264884949,0.2795698940753937,0.7960257530212402,0.809802234172821,0.06897350400686264,0.8268671631813049,0.8666666746139526,0.8666667342185974,0.7960257530212402,0.42268040776252747,0.7188778519630432,0.4829022884368897,0.7495648264884949,0.8765432834625244,0.42276424169540405,0.7188778519630432,0.569444477558136,0.869257926940918,0.07115928828716278,0.9034677743911744,0.8765432238578796,0.8666667342185974,0.9320988059043884,0.8666667342185974,0.7869482040405273,0.8666666746139526,0.20967741310596463,0.809802234172821,0.8805675506591797,0.869257926940918,0.8666666746139526,0.3754512667655945,0.6210616827011108,0.23963133990764615,26,0.04901036620140076,0.9161290526390076,0.33766230940818787,0.9594594836235046,0.8601948022842407,0.8666666746139526,0.7869482040405273,0.8699588775634766
kenn_hybrid_adapter_bert_ms,0,3hr9iq41,0.25,0.048067860305309296,0.98,0.22669397294521332,0.06644674390554428,0.8042187690734863,0.8787157535552979,0.048067860305309296,0.13078740239143372,0.8652482032775879,0.8598805665969849,0.7369163036346436,0.1278538852930069,0.7553251385688782,0.8015933632850647,0.0685018002986908,0.8042187690734863,0.8500000238418579,0.8500000238418579,0.7553251385688782,0.26236557960510254,0.6519894003868103,0.4070114195346832,0.7369163036346436,0.8703703880310059,0.22489959001541135,0.6519894003868103,0.4026402533054352,0.8685512542724609,0.07068802416324615,0.8972890973091125,0.8765432238578796,0.8500000238418579,0.9259259700775146,0.8500000238418579,0.7448484897613525,0.7666666507720947,0.13372093439102173,0.8015933632850647,0.8787157535552979,0.8685512542724609,0.8500000238418579,0.2261640727519989,0.5522902607917786,0.1304347813129425,24,0.048067860305309296,0.9161290526390076,0.22772276401519775,0.9594594836235046,0.8598805665969849,0.9333333373069764,0.7448484897613525,0.8588477969169617
